experimentId,variable1,variable2,outcomeMeasure,experimentDate,location,researcherId,controlFlag,anomalyFlag
E5617,25,Type A,2.7,2024-12-27,Lab 3,R1303,true,false
E5618,55,Type B,41,2025-02-11,Lab 3,R2293,false,false
E5619,75,Type D,366,2024-12-03,Lab 2,R3781,false,true
E5620,23,Type D,83,2024-06-29,Lab 4,R6057,false,false
E5621,64,Type B,51,2024-10-23,Lab 4,R7229,false,false
E5622,69,Type A,9,2024-12-10,Lab 3,R4293,false,false
E5623,67,Type A,136,2024-08-25,Lab 2,R4702,false,false
E5624,56,Type A,119,2025-04-08,Lab 1,R6679,false,false
E5625,63,Type B,122.4,2025-02-02,Lab 4,R7376,true,false
E5626,48,Type C,138,2024-10-08,Lab 3,R3785,false,false
E5627,25,Type C,94.5,2024-11-17,Lab 3,R9315,true,false
E5628,67,Type D,195,2025-03-16,Lab 3,R9909,false,false
E5629,50,Type A,45,2025-02-24,Lab 3,R7995,false,false
E5630,32,Type A,153,2024-07-09,Lab 4,R1476,true,false
E5631,56,Type C,66.60000000000001,2025-05-19,Lab 1,R7168,true,false
E5632,38,Type C,3,2024-06-16,Lab 4,R2549,false,false
E5633,37,Type C,143,2024-11-22,Lab 4,R1285,false,false
E5634,29,Type D,3,2025-02-20,Lab 3,R2723,false,true
E5635,58,Type B,9,2024-12-13,Lab 3,R8414,false,false
E5636,79,Type B,4,2025-03-23,Lab 4,R3953,false,false
E5637,36,Type C,29,2025-03-25,Lab 2,R1092,false,false
E5638,58,Type C,94,2025-02-02,Lab 1,R5511,false,false
E5639,50,Type C,32,2024-06-29,Lab 3,R4568,false,false
E5640,69,Type A,129,2024-10-15,Lab 2,R7829,false,false
E5641,88,Type C,17,2025-04-25,Lab 4,R9991,false,false
E5642,0,Type D,12,2025-02-18,Lab 1,R6015,false,false
E5643,40,Type A,191,2025-05-19,Lab 2,R3593,false,false
E5644,82,Type C,112.5,2025-05-22,Lab 1,R7051,true,false
E5645,31,Type D,60,2024-06-29,Lab 4,R3431,false,false
E5646,88,Type D,140,2024-10-14,Lab 4,R8596,false,false
E5647,14,Type A,85,2025-05-15,Lab 3,R7791,false,false
E5648,87,Type C,92,2024-11-04,Lab 2,R3295,false,false
E5649,53,Type A,184,2024-09-13,Lab 3,R4078,false,false
E5650,80,Type C,22,2024-07-05,Lab 1,R7920,false,false
E5651,9,Type C,161.1,2024-11-29,Lab 3,R5830,true,false
E5652,90,Type C,113,2024-07-26,Lab 1,R9174,false,false
E5653,11,Type B,162,2024-08-11,Lab 4,R6819,false,false
E5654,29,Type D,36,2024-11-04,Lab 1,R1565,false,false
E5655,36,Type B,3.6,2024-08-07,Lab 4,R1515,true,false
E5656,74,Type D,91,2024-07-13,Lab 4,R6051,false,false
E5657,98,Type A,131,2024-08-05,Lab 4,R5932,false,false
E5658,96,Type A,37,2024-06-27,Lab 1,R9365,false,false
E5659,16,Type A,147.6,2024-10-31,Lab 2,R3742,true,false
E5660,71,Type B,155,2025-04-27,Lab 1,R9818,false,false
E5661,56,Type A,178,2024-07-18,Lab 2,R7961,false,false
E5662,44,Type A,184,2024-07-14,Lab 2,R2429,false,false
E5663,23,Type C,54,2024-06-30,Lab 1,R2016,false,false
E5664,90,Type B,100.8,2025-01-14,Lab 4,R3949,true,false
E5665,8,Type D,75,2024-10-14,Lab 2,R3618,false,false
E5666,43,Type B,120,2024-08-27,Lab 3,R7239,false,false
E5667,98,Type C,46,2024-09-22,Lab 1,R2519,false,false
E5668,17,Type B,115,2024-12-10,Lab 2,R2207,false,false
E5669,22,Type D,57.6,2024-09-14,Lab 4,R4730,true,false
E5670,45,Type D,195,2024-06-21,Lab 3,R7026,false,false
E5671,88,Type B,169,2024-11-06,Lab 2,R1153,false,false
E5672,74,Type C,41,2025-04-12,Lab 4,R4509,false,false
E5673,28,Type A,104,2024-09-07,Lab 3,R5618,false,false
E5674,76,Type C,145,2025-01-07,Lab 1,R9060,false,false
E5675,10,Type B,200,2024-11-28,Lab 1,R2047,false,false
E5676,27,Type D,81,2025-03-21,Lab 3,R1382,true,false
E5677,37,Type A,157,2024-10-15,Lab 2,R4767,false,false
E5678,88,Type B,51,2024-06-13,Lab 1,R4427,false,false
E5679,1,Type B,119.7,2024-05-31,Lab 1,R8739,true,false
E5680,47,Type B,21,2025-01-08,Lab 3,R8158,false,false
E5681,44,Type C,141,2024-11-08,Lab 2,R9346,false,false
E5682,80,Type D,92,2024-11-11,Lab 3,R9482,false,false
E5683,44,Type A,47,2025-03-05,Lab 3,R9550,false,false
E5684,72,Type B,37,2025-05-19,Lab 4,R5194,false,false
E5685,79,Type B,126.9,2025-04-14,Lab 2,R6535,true,false
E5686,57,Type B,64,2024-10-15,Lab 3,R9815,false,false
E5687,62,Type A,135,2024-06-28,Lab 3,R5942,false,false
E5688,45,Type B,28,2025-04-21,Lab 4,R5596,false,false
E5689,67,Type C,115,2024-11-30,Lab 2,R8924,false,false
E5690,29,Type C,73,2024-12-19,Lab 3,R9202,false,false
E5691,5,Type C,43,2025-04-03,Lab 3,R6875,false,false
E5692,100,Type B,96,2024-11-27,Lab 4,R2450,false,false
E5693,94,Type D,126,2024-08-05,Lab 3,R7172,false,false
E5694,52,Type D,40.5,2024-07-06,Lab 1,R9690,true,false
E5695,11,Type A,102,2025-02-07,Lab 3,R3904,false,false
E5696,61,Type D,196,2025-05-04,Lab 2,R7252,false,false
E5697,47,Type C,132,2024-11-16,Lab 1,R9540,false,false
E5698,52,Type D,150,2024-07-29,Lab 1,R4016,false,false
E5699,29,Type A,49.5,2025-01-19,Lab 3,R1351,true,false
E5700,14,Type A,13,2025-04-20,Lab 4,R6436,false,false
E5701,8,Type B,116,2024-10-11,Lab 1,R4719,false,false
E5702,51,Type B,23,2024-11-19,Lab 1,R7785,false,false
E5703,43,Type B,168,2025-01-16,Lab 4,R1860,false,false
E5704,69,Type B,18,2024-10-07,Lab 3,R8762,false,false
E5705,8,Type C,128,2024-07-09,Lab 1,R2615,false,false
E5706,4,Type A,65,2024-10-08,Lab 3,R7383,false,false
E5707,4,Type B,29.7,2024-10-24,Lab 1,R2609,true,false
E5708,5,Type C,96,2024-12-22,Lab 4,R1464,false,false
E5709,39,Type D,168,2025-03-31,Lab 2,R7678,false,false
E5710,83,Type D,158,2025-02-09,Lab 2,R5024,false,false
E5711,54,Type D,89,2025-01-23,Lab 2,R7267,false,false
E5712,57,Type D,133,2025-03-04,Lab 2,R2488,false,false
E5713,99,Type A,28.8,2025-03-17,Lab 3,R2891,true,false
E5714,93,Type C,135,2024-10-06,Lab 3,R1357,false,false
E5715,72,Type B,128,2025-04-27,Lab 4,R9589,false,false
E5716,79,Type C,108,2025-01-27,Lab 1,R7387,true,false
E5717,74,Type B,47,2024-10-19,Lab 2,R4695,false,false
E5718,87,Type A,152,2024-07-10,Lab 4,R4788,false,false
E5719,100,Type D,155,2024-09-20,Lab 4,R4305,false,false
E5720,96,Type C,53,2024-06-07,Lab 1,R9459,false,false
E5721,47,Type C,196,2024-08-22,Lab 2,R5335,false,false
E5722,16,Type C,87,2024-06-13,Lab 3,R1655,false,false
E5723,40,Type C,80,2025-05-15,Lab 3,R8442,false,false
E5724,11,Type B,113,2025-04-13,Lab 3,R8629,false,false
E5725,90,Type A,69,2024-08-15,Lab 4,R7342,false,false
E5726,36,Type A,198,2025-04-20,Lab 4,R6578,false,false
E5727,39,Type A,102,2025-02-17,Lab 3,R3841,false,false
E5728,14,Type B,93,2024-11-09,Lab 1,R7146,false,false
E5729,19,Type D,36,2025-05-23,Lab 2,R4186,false,false
E5730,19,Type D,7.2,2024-09-15,Lab 3,R1280,true,false
E5731,2,Type A,104,2024-09-25,Lab 2,R3796,false,false
E5732,8,Type D,36,2024-11-06,Lab 1,R6640,false,false
E5733,28,Type B,80,2025-03-12,Lab 2,R3411,false,false
E5734,9,Type A,16,2025-02-10,Lab 1,R8313,false,false
E5735,57,Type C,84,2024-08-20,Lab 2,R4779,false,false
E5736,40,Type D,190,2024-12-20,Lab 2,R2498,false,false
E5737,98,Type B,75,2024-05-31,Lab 2,R9677,false,false
E5738,31,Type D,85,2024-06-09,Lab 2,R6489,false,false
E5739,58,Type A,144,2024-10-03,Lab 4,R7024,false,false
E5740,57,Type D,124,2024-12-24,Lab 4,R6718,false,false
E5741,80,Type C,115,2024-08-30,Lab 4,R4954,false,false
E5742,48,Type B,87,2025-02-28,Lab 2,R5886,false,false
E5743,48,Type D,108.9,2024-11-27,Lab 2,R1749,true,false
E5744,79,Type C,95,2024-07-11,Lab 4,R5305,false,false
E5745,34,Type C,68,2024-09-16,Lab 2,R6635,false,false
E5746,78,Type A,198,2024-10-03,Lab 2,R5293,false,false
E5747,71,Type B,137.70000000000002,2025-05-03,Lab 4,R4107,true,false
E5748,47,Type C,167.4,2024-12-04,Lab 3,R8982,true,false
E5749,4,Type B,99,2025-01-17,Lab 2,R6082,false,false
E5750,63,Type B,198,2024-11-05,Lab 3,R5484,false,false
E5751,8,Type D,116,2025-04-05,Lab 3,R8713,false,false
E5752,10,Type B,51,2025-04-04,Lab 4,R9637,false,false
E5753,8,Type B,97.2,2024-10-07,Lab 4,R5817,true,false
E5754,25,Type D,99.9,2025-02-16,Lab 1,R1118,true,false
E5755,60,Type C,150,2024-11-27,Lab 3,R5487,false,false
E5756,23,Type A,106,2025-03-25,Lab 1,R8900,false,false
E5757,4,Type B,59,2024-09-03,Lab 2,R4191,false,false
E5758,8,Type A,121,2025-01-28,Lab 4,R9547,false,false
E5759,53,Type B,99.9,2024-06-25,Lab 2,R1311,true,false
E5760,20,Type A,160,2025-03-23,Lab 3,R5929,false,false
E5761,40,Type B,50,2024-10-19,Lab 4,R6599,false,false
E5762,68,Type C,187,2024-08-15,Lab 2,R8972,false,false
E5763,67,Type B,170,2025-04-26,Lab 3,R3117,false,true
E5764,38,Type C,162,2025-02-09,Lab 4,R8668,false,false
E5765,87,Type B,108,2024-07-01,Lab 4,R8564,true,false
E5766,6,Type C,4,2024-12-04,Lab 4,R2442,false,false
E5767,100,Type D,184,2025-03-12,Lab 1,R9933,false,false
E5768,68,Type D,30,2025-03-02,Lab 2,R7886,false,false
E5769,81,Type B,2,2025-01-06,Lab 2,R4058,false,false
E5770,64,Type A,26.1,2024-11-20,Lab 1,R9202,true,false
E5771,36,Type D,126,2025-02-06,Lab 3,R8266,true,false
E5772,70,Type B,4,2025-03-24,Lab 3,R5391,false,false
E5773,81,Type B,59,2024-10-22,Lab 3,R2157,false,false
E5774,66,Type C,133,2025-05-10,Lab 4,R5918,false,false
E5775,43,Type A,184,2025-04-13,Lab 1,R6436,false,false
E5776,74,Type D,184,2025-04-22,Lab 2,R5487,false,false
E5777,61,Type A,104,2024-06-25,Lab 4,R4857,false,false
E5778,88,Type A,176,2024-12-17,Lab 4,R2325,false,false
E5779,65,Type C,125,2025-02-09,Lab 2,R6599,false,false
E5780,67,Type D,74.7,2024-10-12,Lab 3,R8437,true,false
E5781,32,Type C,197,2024-06-29,Lab 2,R9954,false,false
E5782,31,Type C,106,2024-10-19,Lab 4,R6569,false,false
E5783,4,Type C,86,2024-07-30,Lab 4,R6502,false,false
E5784,55,Type B,86,2024-12-26,Lab 3,R9969,false,false
E5785,97,Type B,1.8,2024-08-07,Lab 1,R9466,true,false
E5786,51,Type C,161,2024-07-10,Lab 2,R5386,false,false
E5787,54,Type B,23,2024-12-27,Lab 3,R9574,false,false
E5788,62,Type A,128,2024-07-23,Lab 3,R9905,false,false
E5789,20,Type A,75,2025-01-03,Lab 3,R3865,false,false
E5790,26,Type C,123.3,2024-11-27,Lab 2,R3162,true,false
E5791,40,Type C,195,2025-03-26,Lab 3,R8382,false,false
E5792,73,Type A,101,2024-10-30,Lab 1,R5545,false,false
E5793,22,Type D,19,2025-05-07,Lab 1,R5043,false,false
E5794,19,Type C,190,2024-12-31,Lab 4,R3921,false,false
E5795,0,Type C,98,2024-10-28,Lab 1,R8699,false,false
E5796,34,Type A,92,2024-09-22,Lab 2,R7059,false,false
E5797,53,Type D,198,2024-08-05,Lab 4,R9565,false,false
E5798,37,Type B,144.9,2024-06-15,Lab 3,R2031,true,false
E5799,90,Type A,126,2024-10-11,Lab 4,R8909,false,false
E5800,36,Type D,192.6,2024-07-01,Lab 4,R1003,true,true
E5801,59,Type C,135.9,2025-03-19,Lab 4,R6871,true,false
E5802,100,Type C,152,2024-07-14,Lab 4,R4971,false,false
E5803,65,Type A,56,2024-08-17,Lab 2,R4039,false,false
E5804,98,Type A,156,2025-05-08,Lab 3,R8105,false,false
E5805,51,Type D,81,2024-09-05,Lab 4,R9874,false,false
E5806,41,Type C,17,2024-08-12,Lab 4,R6897,false,false
E5807,59,Type D,56.7,2024-10-23,Lab 3,R3030,true,false
E5808,30,Type B,182,2024-07-29,Lab 1,R3811,false,false
E5809,35,Type B,39,2024-07-21,Lab 1,R6714,false,false
E5810,89,Type C,104,2024-12-02,Lab 1,R4960,false,false
E5811,37,Type B,87,2025-03-05,Lab 2,R5246,false,false
E5812,12,Type A,58,2025-01-03,Lab 2,R2906,false,false
E5813,69,Type C,154,2025-04-01,Lab 2,R4985,false,false
E5814,70,Type D,89,2025-01-22,Lab 4,R4088,false,false
E5815,31,Type B,134,2025-03-19,Lab 1,R3847,false,false
E5816,60,Type B,83.7,2024-07-15,Lab 4,R4669,true,true
E5817,0,Type B,40.5,2025-05-18,Lab 3,R4049,true,false
E5818,76,Type B,95.4,2024-05-28,Lab 1,R2359,true,false
E5819,75,Type C,43,2024-07-31,Lab 2,R8844,false,false
E5820,32,Type B,60.300000000000004,2024-07-22,Lab 2,R6871,true,false
E5821,5,Type C,504.90000000000003,2024-09-13,Lab 1,R9348,true,true
E5822,33,Type D,2,2025-04-20,Lab 1,R7650,false,false
E5823,30,Type D,67,2025-04-30,Lab 4,R5578,false,false
E5824,100,Type D,163,2024-10-10,Lab 1,R2636,false,false
E5825,52,Type D,52.2,2025-04-10,Lab 2,R2749,true,false
E5826,21,Type B,170,2024-08-20,Lab 2,R3729,false,false
E5827,62,Type D,20,2024-12-26,Lab 1,R6560,false,false
E5828,86,Type A,136,2025-03-09,Lab 3,R4451,false,false
E5829,69,Type A,146,2024-09-24,Lab 2,R5490,false,false
E5830,56,Type C,98.10000000000001,2025-03-29,Lab 1,R6963,true,false
E5831,44,Type A,161,2024-08-13,Lab 4,R5882,false,false
E5832,2,Type A,178,2024-10-23,Lab 4,R3136,false,false
E5833,3,Type B,83,2024-10-25,Lab 1,R6020,false,false
E5834,11,Type B,73.8,2025-04-09,Lab 2,R7268,true,false
E5835,89,Type C,25,2025-03-12,Lab 4,R2156,false,false
E5836,91,Type C,60,2025-02-14,Lab 4,R9466,false,false
E5837,25,Type D,124.2,2025-05-02,Lab 4,R6919,true,false
E5838,60,Type A,87,2025-02-21,Lab 4,R4113,false,false
E5839,51,Type C,1,2024-11-14,Lab 1,R2632,false,false
E5840,61,Type C,77,2025-02-13,Lab 3,R3488,false,false
E5841,10,Type B,151.20000000000002,2024-11-21,Lab 4,R9546,true,false
E5842,41,Type C,30,2025-03-15,Lab 2,R4880,false,false
E5843,89,Type B,165.6,2024-06-15,Lab 1,R5115,true,false
E5844,57,Type D,172,2025-02-02,Lab 1,R3150,false,false
E5845,51,Type D,109,2024-09-03,Lab 2,R8265,false,false
E5846,96,Type C,103,2024-08-16,Lab 2,R8279,false,false
E5847,41,Type A,31,2024-07-21,Lab 3,R8261,false,false
E5848,28,Type B,165,2025-04-05,Lab 4,R8457,false,false
E5849,78,Type C,0,2024-08-04,Lab 1,R8422,true,false
E5850,94,Type C,106,2024-12-01,Lab 4,R4895,false,false
E5851,49,Type B,181,2025-04-18,Lab 2,R5543,false,false
E5852,86,Type A,132,2024-08-20,Lab 3,R4917,false,false
E5853,62,Type D,2,2025-03-22,Lab 1,R3993,false,false
E5854,75,Type A,108.9,2024-09-09,Lab 4,R1889,true,false
E5855,100,Type C,48,2024-11-27,Lab 2,R8958,false,false
E5856,8,Type C,25,2025-01-15,Lab 4,R1142,false,false
E5857,36,Type A,131.4,2024-11-30,Lab 1,R8254,true,false
E5858,38,Type C,98.10000000000001,2025-03-24,Lab 2,R6152,true,false
E5859,58,Type C,143.1,2024-09-05,Lab 4,R8553,true,false
E5860,89,Type C,75,2024-06-12,Lab 1,R8466,false,false
E5861,89,Type D,184,2024-07-14,Lab 3,R3986,false,false
E5862,1,Type D,79,2024-08-10,Lab 1,R4117,false,false
E5863,76,Type B,171,2024-12-30,Lab 1,R6054,false,false
E5864,92,Type B,133,2024-05-24,Lab 3,R5153,false,false
E5865,34,Type C,105,2024-12-08,Lab 1,R2606,false,false
E5866,63,Type B,200,2024-12-26,Lab 4,R5827,false,false
E5867,79,Type A,135.9,2024-12-04,Lab 3,R3561,true,false
E5868,69,Type D,87,2025-03-06,Lab 2,R6735,false,false
E5869,46,Type C,146.70000000000002,2024-09-18,Lab 2,R3558,true,false
E5870,39,Type A,6,2025-04-20,Lab 2,R1242,false,false
E5871,66,Type C,7,2025-05-18,Lab 1,R2140,false,false
E5872,44,Type D,21,2024-09-14,Lab 4,R1858,false,false
E5873,76,Type B,118,2024-12-27,Lab 4,R2695,false,false
E5874,86,Type D,168,2024-10-12,Lab 2,R6105,false,false
E5875,31,Type A,153,2025-02-06,Lab 1,R1932,false,false
E5876,26,Type C,123.3,2024-12-31,Lab 4,R5613,true,false
E5877,20,Type D,43,2025-03-25,Lab 2,R5235,false,false
E5878,92,Type A,36.9,2024-10-31,Lab 2,R3732,true,false
E5879,42,Type B,154,2024-06-04,Lab 4,R3897,false,false
E5880,72,Type C,164,2024-10-15,Lab 4,R6651,false,false
E5881,49,Type C,8.1,2024-10-29,Lab 3,R4213,true,false
E5882,55,Type A,111,2025-05-02,Lab 4,R7090,false,false
E5883,67,Type A,174,2025-04-09,Lab 2,R3111,false,false
E5884,93,Type B,109.8,2025-02-05,Lab 1,R7891,true,false
E5885,59,Type C,178,2025-04-08,Lab 3,R4453,false,false
E5886,27,Type B,3.6,2025-02-02,Lab 4,R2434,true,false
E5887,59,Type A,89,2025-03-15,Lab 4,R7749,false,false
E5888,80,Type D,81,2024-09-09,Lab 1,R3825,false,false
E5889,2,Type B,163,2024-07-24,Lab 4,R6246,false,false
E5890,52,Type D,83,2024-11-01,Lab 3,R1971,false,false
E5891,76,Type B,199,2024-06-20,Lab 1,R8508,false,false
E5892,32,Type D,12,2024-10-30,Lab 1,R2399,false,false
E5893,58,Type D,108.9,2024-11-29,Lab 3,R3826,true,false
E5894,25,Type A,71,2025-03-01,Lab 2,R6662,false,false
E5895,65,Type D,180,2024-10-02,Lab 1,R3449,false,false
E5896,69,Type C,108,2024-11-26,Lab 1,R5395,false,false
E5897,17,Type D,72.9,2024-07-20,Lab 4,R9345,true,false
E5898,70,Type A,102,2025-02-10,Lab 4,R8889,false,false
E5899,33,Type D,59,2025-03-14,Lab 2,R6499,false,false
E5900,8,Type B,41,2024-12-17,Lab 3,R2911,false,false
E5901,1,Type C,480,2024-09-01,Lab 3,R4822,false,true
E5902,4,Type A,117,2024-08-13,Lab 1,R7533,true,false
E5903,16,Type B,193,2024-07-18,Lab 2,R8597,false,false
E5904,95,Type A,29,2024-07-16,Lab 3,R2067,false,false
E5905,74,Type B,164,2024-06-27,Lab 2,R1180,false,false
E5906,53,Type C,10,2024-08-17,Lab 3,R1974,false,false
E5907,94,Type C,178.20000000000002,2025-01-14,Lab 4,R7729,true,false
E5908,69,Type D,52,2024-06-17,Lab 1,R4825,false,false
E5909,80,Type C,141.3,2024-10-12,Lab 1,R9770,true,false
E5910,2,Type D,49.5,2024-07-08,Lab 2,R3680,true,false
E5911,48,Type A,70,2024-06-26,Lab 1,R2324,false,false
E5912,59,Type D,63,2025-01-23,Lab 1,R4745,false,false
E5913,8,Type B,126,2024-09-28,Lab 1,R3245,false,false
E5914,79,Type B,54,2025-04-04,Lab 4,R5119,true,false
E5915,99,Type D,9,2024-07-12,Lab 1,R5702,false,false
E5916,36,Type D,111,2024-06-06,Lab 1,R9283,false,true
E5917,62,Type C,154,2025-03-29,Lab 1,R3610,false,false
E5918,51,Type A,21,2024-11-06,Lab 2,R1084,false,false
E5919,34,Type B,143,2024-11-22,Lab 3,R9488,false,false
E5920,2,Type B,117,2024-09-15,Lab 4,R1929,false,false
E5921,87,Type B,158.4,2025-03-12,Lab 3,R9587,true,false
E5922,86,Type A,80.10000000000001,2025-01-26,Lab 3,R6055,true,false
E5923,98,Type D,66,2025-05-03,Lab 4,R1190,false,false
E5924,57,Type C,68,2024-05-26,Lab 2,R2050,false,true
E5925,53,Type A,148.5,2024-08-03,Lab 3,R1335,true,false
E5926,11,Type D,118.8,2024-11-30,Lab 1,R1398,true,false
E5927,87,Type C,61,2024-09-06,Lab 3,R2903,false,false
E5928,88,Type A,246,2025-02-22,Lab 1,R3071,false,true
E5929,45,Type B,135,2024-07-18,Lab 1,R4201,false,true
E5930,41,Type C,156,2024-10-16,Lab 1,R8901,false,false
E5931,73,Type D,270,2024-11-16,Lab 1,R7705,true,true
E5932,86,Type D,39,2024-06-02,Lab 1,R3919,false,false
E5933,71,Type A,195,2024-06-29,Lab 4,R2191,false,false
E5934,47,Type B,140.4,2024-07-02,Lab 3,R1838,true,false
E5935,64,Type B,47,2024-08-20,Lab 2,R5701,false,false
E5936,15,Type A,198,2024-06-21,Lab 3,R7846,false,false
E5937,49,Type D,156,2025-01-12,Lab 3,R2747,false,false
E5938,75,Type D,75,2025-03-09,Lab 1,R1710,false,false
E5939,84,Type C,109,2024-11-04,Lab 1,R6207,false,false
E5940,0,Type B,157,2024-10-30,Lab 2,R2599,false,false
E5941,100,Type B,188,2025-05-16,Lab 4,R6472,false,false
E5942,30,Type D,187,2024-11-16,Lab 1,R4887,false,false
E5943,0,Type B,129,2025-02-21,Lab 3,R3599,false,false
E5944,11,Type A,88,2024-11-16,Lab 2,R8150,false,false
E5945,70,Type D,9,2024-09-19,Lab 3,R5001,false,false
E5946,9,Type A,103.5,2024-09-09,Lab 4,R6977,true,false
E5947,36,Type A,23.400000000000002,2025-05-23,Lab 3,R5976,true,false
E5948,86,Type B,165,2024-11-18,Lab 3,R6029,false,false
E5949,43,Type B,166,2025-05-09,Lab 3,R5603,false,false
E5950,79,Type B,71,2025-02-22,Lab 1,R2294,false,false
E5951,57,Type C,17,2025-05-03,Lab 3,R8288,false,false
E5952,51,Type C,188,2024-08-23,Lab 1,R8360,false,false
E5953,25,Type C,1,2024-09-09,Lab 4,R3052,false,false
E5954,49,Type B,96,2024-09-06,Lab 4,R7431,false,false
E5955,48,Type A,139,2024-12-17,Lab 4,R1023,false,false
E5956,69,Type C,41,2024-12-31,Lab 3,R7162,false,false
E5957,18,Type D,196,2025-05-19,Lab 3,R9907,false,false
E5958,60,Type D,199,2024-09-26,Lab 2,R6876,false,false
E5959,86,Type A,188,2025-04-28,Lab 3,R2809,false,false
E5960,49,Type D,128,2025-01-02,Lab 4,R6921,false,false
E5961,98,Type A,139.5,2024-07-15,Lab 1,R8176,true,false
E5962,86,Type C,194,2024-06-30,Lab 1,R2309,false,false
E5963,35,Type B,131,2024-06-15,Lab 3,R1959,false,false
E5964,20,Type B,145,2025-02-04,Lab 4,R7935,false,false
E5965,90,Type C,98,2024-09-26,Lab 4,R6128,false,false
E5966,62,Type B,194,2024-10-31,Lab 2,R6811,false,false
E5967,66,Type D,136,2025-04-15,Lab 1,R4425,false,false
E5968,51,Type A,114.3,2024-09-28,Lab 2,R6605,true,false
E5969,88,Type C,30,2024-08-06,Lab 4,R1292,false,false
E5970,35,Type B,85.5,2024-12-06,Lab 4,R8046,true,false
E5971,75,Type D,101,2025-04-06,Lab 4,R9559,false,false
E5972,63,Type B,29,2025-04-27,Lab 2,R6759,false,false
E5973,52,Type A,43.2,2024-10-02,Lab 4,R4651,true,false
E5974,92,Type C,0,2025-04-17,Lab 3,R7385,true,false
E5975,8,Type D,155,2024-06-28,Lab 1,R8519,false,false
E5976,75,Type A,197,2024-06-25,Lab 4,R5665,false,false
E5977,30,Type A,99,2024-11-18,Lab 3,R2933,true,false
E5978,14,Type C,64,2025-05-12,Lab 3,R8699,false,false
E5979,84,Type C,77,2024-06-13,Lab 2,R8152,false,false
E5980,92,Type D,136,2025-02-21,Lab 3,R9176,false,false
E5981,51,Type C,102,2024-11-14,Lab 4,R1761,false,true
E5982,48,Type D,71,2024-11-17,Lab 3,R6494,false,false
E5983,42,Type A,93,2024-06-15,Lab 4,R2863,false,false
E5984,17,Type A,136,2025-01-25,Lab 2,R5960,false,false
E5985,11,Type B,183,2024-09-20,Lab 1,R5710,false,false
E5986,60,Type C,32,2025-03-10,Lab 2,R5749,false,false
E5987,80,Type D,154,2024-10-12,Lab 3,R6409,false,false
E5988,71,Type B,155.70000000000002,2024-07-27,Lab 3,R3581,true,false
E5989,89,Type B,148,2024-08-22,Lab 4,R2172,false,false
E5990,94,Type D,24,2024-12-23,Lab 1,R2175,false,false
E5991,14,Type C,119,2024-09-16,Lab 2,R5722,false,false
E5992,8,Type B,112,2024-11-09,Lab 4,R9418,false,false
E5993,97,Type A,177,2024-05-31,Lab 3,R9081,false,true
E5994,25,Type A,23,2024-10-16,Lab 2,R4631,false,false
E5995,61,Type D,174.6,2024-10-26,Lab 1,R8206,true,false
E5996,10,Type C,58,2025-05-04,Lab 1,R7222,false,false
E5997,20,Type C,37,2024-07-16,Lab 2,R6540,false,false
E5998,6,Type A,20,2025-04-04,Lab 1,R8314,false,false
E5999,89,Type B,173,2025-04-07,Lab 1,R3569,false,false
E6000,83,Type D,97,2024-05-31,Lab 4,R6211,false,false
E6001,98,Type C,100,2025-03-27,Lab 2,R4680,false,false
E6002,15,Type D,81,2024-09-08,Lab 2,R6112,false,false
E6003,28,Type C,101,2024-10-24,Lab 1,R6277,false,false
E6004,14,Type A,59,2024-10-10,Lab 2,R5085,false,false
E6005,17,Type C,183,2024-08-22,Lab 1,R1827,false,false
E6006,11,Type C,155.70000000000002,2024-07-24,Lab 2,R2426,true,false
E6007,0,Type B,44,2025-05-10,Lab 3,R6798,false,false
E6008,67,Type B,163,2024-12-11,Lab 4,R2774,false,false
E6009,7,Type D,192,2025-03-21,Lab 2,R4944,false,false
E6010,12,Type D,162,2024-10-08,Lab 2,R6605,false,false
E6011,25,Type B,234,2024-10-12,Lab 3,R2322,false,true
E6012,49,Type B,54,2024-09-12,Lab 4,R4008,false,false
E6013,18,Type C,375,2025-02-11,Lab 4,R4926,false,true
E6014,56,Type D,137,2024-11-11,Lab 1,R5838,false,false
E6015,90,Type B,49,2024-09-23,Lab 4,R5523,false,false
E6016,47,Type A,147,2025-03-13,Lab 4,R2889,false,false
E6017,57,Type D,140,2024-07-08,Lab 3,R7351,false,false
E6018,18,Type B,174,2024-10-02,Lab 3,R1061,false,false
E6019,12,Type A,156,2025-03-04,Lab 2,R6600,false,false
E6020,72,Type B,0,2025-02-19,Lab 3,R5994,false,false
E6021,28,Type D,185,2024-11-03,Lab 4,R4609,false,false
E6022,19,Type A,106,2024-07-04,Lab 1,R7763,false,false
E6023,38,Type D,150,2024-09-11,Lab 2,R5026,false,true
E6024,56,Type A,4,2025-02-18,Lab 4,R2086,false,false
E6025,32,Type C,75,2024-05-25,Lab 4,R7247,false,false
E6026,3,Type A,128,2024-11-21,Lab 4,R8044,false,false
E6027,52,Type A,164,2024-08-14,Lab 4,R4171,false,false
E6028,84,Type B,90.9,2024-08-05,Lab 1,R3976,true,false
E6029,22,Type C,91.8,2024-06-17,Lab 4,R9982,true,false
E6030,30,Type D,19,2024-08-27,Lab 2,R3519,false,false
E6031,78,Type C,31,2024-06-07,Lab 3,R1335,false,false
E6032,86,Type D,193,2025-03-01,Lab 1,R7332,false,false
