customerId,age,gender,incomeLevel,productCategory,purchaseAmount,purchaseDate,geographicRegion,customerLoyaltyScore,marketingChannel
C5005,20,Female,66195,Accessories,59,2025-04-05,Europe,2,Social Media
C5006,61,Male,144809,Laptop,1409,2024-12-02,Europe,4,In-Store Promotion
C5007,32,Female,117682,Tablet,433,2025-01-19,Europe,5,In-Store Promotion
C5008,62,Female,109797,Accessories,69,2025-03-30,Asia,7,TV
C5009,51,Male,91319,Smartphone,613,2024-06-08,South America,4,Online Ads
C5010,59,Male,95581,Accessories,88,2024-08-29,North America,7,TV
C5011,60,Female,92371,Tablet,513,2025-03-08,North America,6,In-Store Promotion
C5012,28,Female,82510,Tablet,531,2024-10-07,Asia,3,TV
C5013,37,Male,148376,Laptop,1395,2024-08-14,North America,3,In-Store Promotion
C5014,38,Male,105951,Tablet,346,2024-06-16,South America,3,In-Store Promotion
C5015,64,Female,76365,Laptop,1674,2024-08-17,South America,1,Online Ads
C5016,58,Female,70372,Accessories,58,2024-07-19,Europe,1,In-Store Promotion
C5017,18,Female,132958,Smartphone,580,2025-05-03,Asia,1,Online Ads
C5018,60,Male,133696,Smartphone,558,2024-11-15,North America,4,In-Store Promotion
C5019,29,Male,93031,Tablet,586,2024-06-03,North America,2,In-Store Promotion
C5020,26,Male,57618,Accessories,73,2025-04-27,Europe,7,Online Ads
C5021,33,Female,110847,Smartphone,759,2024-06-30,Europe,6,TV
C5022,28,Male,107238,Laptop,1406,2025-01-02,South America,10,TV
C5023,61,Female,115724,Smartphone,590,2024-07-21,South America,3,TV
C5024,54,Male,88859,Accessories,140,2025-04-29,South America,9,Online Ads
C5025,22,Male,83857,Smartphone,628,2024-11-30,North America,3,Social Media
C5026,63,Female,138179,Tablet,514,2024-11-09,Asia,6,Online Ads
C5027,39,Male,106062,Tablet,314,2025-03-03,Europe,4,In-Store Promotion
C5028,63,Female,138316,Tablet,265,2024-09-28,South America,4,Online Ads
C5029,26,Female,94039,Accessories,28,2025-02-15,South America,9,Online Ads
C5030,19,Male,23131,Laptop,1086,2024-09-24,South America,9,TV
C5031,43,Male,58248,Tablet,256,2024-07-27,Asia,4,Online Ads
C5032,35,Female,42462,Smartphone,778,2024-11-17,North America,7,Online Ads
C5033,55,Male,92855,Accessories,10,2025-02-24,North America,4,Online Ads
C5034,55,Male,128354,Accessories,70,2024-07-04,North America,3,Online Ads
C5035,25,Female,99087,Accessories,17,2024-12-21,Europe,10,Social Media
C5036,64,Female,65629,Laptop,1751,2024-06-08,North America,4,Online Ads
C5037,47,Male,104458,Tablet,384,2024-12-09,South America,9,In-Store Promotion
C5038,19,Female,28153,Tablet,220,2024-06-28,Asia,8,In-Store Promotion
C5039,59,Male,108453,Tablet,292,2025-02-02,North America,6,In-Store Promotion
C5040,52,Female,48202,Accessories,78,2024-10-20,North America,9,In-Store Promotion
C5041,19,Male,29183,Smartphone,651,2024-11-16,Asia,7,TV
C5042,46,Female,28338,Tablet,367,2024-07-23,Europe,2,TV
C5043,46,Male,120983,Tablet,416,2025-02-26,North America,1,In-Store Promotion
C5044,39,Female,27439,Smartphone,1097,2024-07-05,South America,9,Social Media
C5045,62,Female,108200,Accessories,87,2025-05-06,South America,2,Social Media
C5046,57,Female,85450,Laptop,1015,2025-01-18,North America,2,Social Media
C5047,60,Female,103937,Laptop,1762,2024-08-22,Asia,5,TV
C5048,33,Male,145729,Tablet,466,2024-10-28,North America,10,In-Store Promotion
C5049,51,Male,140656,Laptop,1517,2024-09-30,South America,9,TV
C5050,21,Female,96982,Smartphone,516,2024-11-09,North America,4,In-Store Promotion
C5051,60,Female,129062,Accessories,66,2024-10-22,Asia,6,In-Store Promotion
C5052,47,Male,47317,Smartphone,1031,2024-12-03,North America,4,Social Media
C5053,54,Female,79473,Accessories,12,2025-04-08,South America,9,Online Ads
C5054,46,Female,96516,Laptop,1254,2025-02-08,Europe,5,In-Store Promotion
C5055,43,Male,121653,Smartphone,571,2024-09-08,Europe,9,Online Ads
C5056,27,Female,49072,Laptop,1000,2025-04-29,Europe,10,Social Media
C5057,64,Male,54657,Tablet,309,2024-11-25,North America,1,TV
C5058,44,Male,60683,Accessories,30,2025-03-20,Asia,5,TV
C5059,32,Male,85048,Accessories,80,2024-10-25,Asia,4,TV
C5060,35,Female,102564,Smartphone,535,2025-03-24,North America,9,Social Media
C5061,34,Male,116614,Smartphone,1159,2025-02-01,Europe,10,In-Store Promotion
C5062,26,Male,110843,Laptop,1669,2024-11-23,North America,10,In-Store Promotion
C5063,62,Female,81142,Accessories,39,2025-03-23,South America,7,Social Media
C5064,39,Female,86260,Smartphone,501,2025-03-20,North America,9,Social Media
C5065,42,Female,124626,Smartphone,959,2024-10-31,Europe,8,TV
C5066,62,Female,42934,Tablet,565,2024-06-07,North America,7,TV
C5067,46,Female,122172,Tablet,470,2024-11-30,Europe,7,Online Ads
C5068,47,Male,39429,Tablet,304,2025-01-14,Asia,7,TV
C5069,37,Female,79249,Smartphone,500,2024-10-19,South America,8,Online Ads
C5070,44,Male,82566,Smartphone,785,2025-05-19,North America,6,In-Store Promotion
C5071,49,Female,101238,Smartphone,530,2025-05-16,Europe,7,TV
C5072,27,Female,139739,Accessories,35,2025-01-01,South America,5,Social Media
C5073,41,Male,37795,Smartphone,1032,2024-08-31,Asia,1,Social Media
C5074,31,Male,38291,Laptop,1299,2024-08-25,Europe,5,TV
C5075,28,Female,114633,Tablet,376,2024-06-26,Europe,8,In-Store Promotion
C5076,27,Male,135990,Smartphone,606,2024-12-05,North America,1,In-Store Promotion
C5077,40,Male,67222,Smartphone,604,2025-01-13,South America,2,TV
C5078,23,Female,51800,Accessories,99,2024-07-24,North America,7,Social Media
C5079,60,Male,123951,Smartphone,790,2024-10-02,South America,10,Online Ads
C5080,44,Male,45419,Tablet,446,2025-05-21,Asia,2,Online Ads
C5081,55,Male,96238,Laptop,1657,2024-11-26,South America,9,In-Store Promotion
C5082,20,Male,46856,Laptop,1394,2025-01-23,Europe,5,In-Store Promotion
C5083,27,Female,71814,Laptop,1161,2024-09-26,Asia,5,Social Media
C5084,40,Female,134835,Laptop,1154,2024-07-08,Asia,4,Online Ads
C5085,24,Male,61680,Laptop,1040,2024-11-09,North America,10,TV
C5086,22,Male,58986,Laptop,1754,2024-07-11,South America,3,Social Media
C5087,60,Female,72383,Tablet,550,2025-03-27,North America,9,In-Store Promotion
C5088,40,Female,63650,Smartphone,789,2024-08-18,North America,8,In-Store Promotion
C5089,30,Male,32341,Smartphone,616,2025-03-02,North America,9,In-Store Promotion
C5090,27,Female,30134,Tablet,270,2024-11-26,South America,2,Online Ads
C5091,55,Male,136913,Smartphone,514,2025-02-01,South America,8,TV
C5092,64,Female,53521,Smartphone,767,2025-02-03,South America,8,In-Store Promotion
C5093,52,Female,50103,Tablet,367,2024-08-08,Asia,4,In-Store Promotion
C5094,53,Female,24401,Accessories,25,2024-09-12,Europe,2,Social Media
C5095,49,Female,98375,Laptop,1174,2024-07-05,South America,4,In-Store Promotion
C5096,51,Male,37166,Laptop,1323,2024-12-02,Europe,4,TV
C5097,27,Male,37501,Tablet,368,2024-06-08,South America,8,Social Media
C5098,34,Female,64033,Tablet,203,2024-07-18,North America,9,TV
C5099,65,Male,26222,Laptop,1682,2025-04-01,South America,9,In-Store Promotion
C5100,56,Male,116567,Smartphone,669,2024-05-30,Europe,1,Online Ads
C5101,61,Female,56110,Smartphone,741,2024-06-06,South America,1,In-Store Promotion
C5102,51,Male,134589,Tablet,469,2025-04-07,Asia,6,In-Store Promotion
C5103,62,Male,63711,Accessories,43,2024-10-12,Europe,7,Online Ads
C5104,23,Male,58159,Smartphone,977,2024-06-14,Asia,5,Online Ads
C5105,56,Male,41336,Laptop,1961,2024-11-20,Europe,8,In-Store Promotion
C5106,37,Female,31299,Smartphone,1069,2025-05-06,North America,2,In-Store Promotion
C5107,37,Female,107408,Accessories,89,2024-05-29,North America,10,Social Media
C5108,30,Female,44417,Accessories,42,2025-05-16,North America,7,Online Ads
C5109,47,Female,142401,Laptop,1287,2025-02-14,North America,2,TV
C5110,50,Female,132185,Accessories,13,2025-01-12,Asia,10,Online Ads
C5111,32,Female,107523,Accessories,49,2025-04-24,North America,1,TV
C5112,36,Male,82006,Smartphone,552,2025-02-01,South America,3,TV
C5113,25,Male,141580,Accessories,33,2025-01-18,South America,2,TV
C5114,49,Male,85768,Tablet,275,2025-01-02,North America,10,Online Ads
C5115,40,Male,76213,Smartphone,676,2025-02-10,Europe,5,Online Ads
C5116,28,Male,49885,Accessories,45,2024-12-04,Europe,7,Online Ads
C5117,60,Female,63886,Tablet,316,2024-07-18,Asia,8,In-Store Promotion
C5118,65,Male,83018,Laptop,1741,2025-02-13,Europe,7,In-Store Promotion
C5119,28,Female,68820,Laptop,1211,2024-09-27,Europe,1,Online Ads
C5120,37,Female,103156,Smartphone,777,2025-04-20,South America,9,In-Store Promotion
C5121,35,Female,55734,Accessories,13,2025-02-02,Europe,3,Social Media
C5122,35,Male,145116,Laptop,1043,2025-03-19,North America,10,Online Ads
C5123,29,Male,132413,Tablet,458,2024-06-28,South America,9,TV
C5124,45,Female,95699,Smartphone,1039,2024-07-11,Asia,8,Social Media
C5125,34,Male,80649,Smartphone,782,2024-08-18,South America,3,Social Media
C5126,62,Female,40471,Accessories,17,2025-04-03,North America,2,TV
C5127,21,Female,131676,Accessories,98,2024-10-06,Asia,10,Online Ads
C5128,46,Female,69662,Laptop,1546,2025-02-13,Europe,5,Online Ads
C5129,41,Male,111849,Smartphone,999,2024-06-27,South America,3,TV
C5130,27,Male,104472,Accessories,53,2025-05-16,South America,5,Social Media
C5131,47,Female,107302,Accessories,26,2025-02-22,Europe,7,TV
C5132,20,Female,23470,Accessories,74,2025-05-07,Asia,3,Online Ads
C5133,28,Female,51790,Laptop,1851,2024-10-01,South America,4,In-Store Promotion
C5134,31,Male,85950,Accessories,72,2025-03-02,Europe,7,In-Store Promotion
C5135,26,Male,35781,Laptop,1993,2024-07-16,Asia,5,TV
C5136,47,Female,87008,Laptop,957,2025-05-17,South America,6,Social Media
C5137,41,Male,24691,Tablet,378,2025-05-10,Asia,4,Online Ads
C5138,65,Female,52862,Tablet,374,2024-08-05,North America,9,TV
C5139,59,Female,119763,Tablet,374,2024-09-29,Asia,1,TV
C5140,44,Female,54911,Smartphone,592,2024-12-31,North America,5,Social Media
C5141,64,Male,138789,Laptop,1068,2025-03-06,North America,10,Online Ads
C5142,50,Male,23348,Smartphone,626,2024-08-24,South America,6,TV
C5143,58,Male,141764,Accessories,36,2024-08-28,Europe,7,Online Ads
C5144,32,Female,141611,Laptop,5010,2024-10-07,South America,2,In-Store Promotion
C5145,26,Male,106867,Laptop,1774,2025-05-16,North America,9,Social Media
C5146,21,Female,81297,Laptop,1478,2025-03-20,Europe,5,Social Media
C5147,37,Female,75949,Smartphone,744,2024-08-26,North America,7,Social Media
C5148,47,Female,67187,Laptop,831,2025-04-22,South America,8,In-Store Promotion
C5149,31,Female,44220,Laptop,1097,2024-09-09,North America,6,Online Ads
C5150,38,Male,103634,Smartphone,1086,2024-09-14,Europe,9,Online Ads
C5151,58,Male,45755,Accessories,47,2024-11-18,South America,9,In-Store Promotion
C5152,52,Male,58880,Smartphone,784,2025-02-25,North America,3,In-Store Promotion
C5153,57,Male,140542,Smartphone,500,2024-08-02,Asia,7,TV
C5154,29,Male,29665,Laptop,801,2024-05-31,South America,8,Online Ads
C5155,18,Male,111817,Laptop,1180,2024-06-10,Europe,10,Social Media
C5156,60,Female,25722,Smartphone,542,2024-10-08,North America,2,Online Ads
C5157,62,Male,102960,Smartphone,895,2024-12-30,Asia,8,Social Media
C5158,41,Female,96615,Accessories,53,2025-05-21,North America,1,TV
C5159,36,Female,38548,Tablet,300,2025-01-11,North America,5,In-Store Promotion
C5160,21,Male,76073,Laptop,1631,2025-05-17,South America,9,Social Media
C5161,34,Female,34085,Accessories,22,2025-02-28,North America,9,Online Ads
C5162,59,Female,24847,Laptop,1235,2024-08-03,South America,1,Social Media
C5163,60,Male,146050,Smartphone,595,2024-11-26,Europe,7,In-Store Promotion
C5164,55,Female,47922,Accessories,43,2025-02-06,North America,3,TV
C5165,37,Female,81759,Tablet,556,2025-01-12,South America,5,Social Media
C5166,65,Female,40882,Tablet,243,2024-08-26,Asia,10,Online Ads
C5167,22,Male,25260,Smartphone,800,2024-12-06,North America,9,TV
C5168,53,Female,136779,Accessories,85,2024-11-26,Asia,4,Social Media
C5169,18,Male,44065,Laptop,1129,2024-06-27,Asia,7,TV
C5170,36,Female,109048,Laptop,1869,2024-07-27,Asia,8,TV
C5171,27,Male,58598,Accessories,33,2024-07-27,Asia,6,Online Ads
C5172,22,Male,99849,Laptop,1215,2024-07-04,Asia,9,TV
C5173,43,Male,55571,Accessories,26,2024-07-22,Asia,10,In-Store Promotion
C5174,33,Male,73088,Smartphone,1190,2024-05-31,North America,7,TV
C5175,45,Male,127985,Tablet,417,2024-07-05,South America,4,Social Media
C5176,57,Female,139138,Smartphone,623,2024-10-11,North America,6,TV
C5177,52,Male,127339,Smartphone,568,2024-06-07,Europe,4,In-Store Promotion
C5178,19,Female,107518,Laptop,1695,2024-08-29,Europe,10,Social Media
C5179,53,Male,48666,Smartphone,1173,2024-10-12,South America,10,TV
C5180,23,Male,38879,Laptop,1128,2024-10-13,South America,1,In-Store Promotion
C5181,45,Male,104103,Tablet,437,2024-07-03,Europe,9,Social Media
C5182,40,Female,75139,Smartphone,642,2025-01-01,South America,2,Online Ads
C5183,47,Male,132826,Smartphone,528,2025-03-26,South America,7,TV
C5184,31,Male,23889,Accessories,74,2025-04-07,North America,8,In-Store Promotion
C5185,43,Female,78694,Laptop,1487,2024-06-22,Asia,8,In-Store Promotion
C5186,54,Female,98505,Accessories,94,2025-03-13,North America,9,Online Ads
C5187,43,Female,53654,Tablet,539,2025-04-03,North America,10,TV
C5188,23,Female,47678,Accessories,33,2025-02-11,North America,4,Online Ads
C5189,61,Female,98616,Smartphone,1120,2025-01-06,South America,4,Social Media
C5190,65,Female,141366,Laptop,1781,2024-07-18,North America,9,Online Ads
C5191,56,Female,67295,Accessories,50,2025-05-08,Europe,6,Online Ads
C5192,21,Female,104393,Smartphone,599,2024-06-22,North America,4,In-Store Promotion
C5193,58,Female,33984,Laptop,1310,2025-03-05,North America,7,In-Store Promotion
C5194,24,Male,137259,Accessories,81,2025-03-25,Asia,5,TV
C5195,27,Male,90254,Laptop,1539,2024-11-06,Asia,5,In-Store Promotion
C5196,65,Female,137225,Laptop,1180,2024-12-27,North America,2,Online Ads
C5197,48,Male,109659,Laptop,1956,2024-06-02,Europe,6,In-Store Promotion
C5198,49,Female,29432,Laptop,1596,2025-01-31,Europe,1,Social Media
C5199,37,Female,107578,Tablet,227,2024-07-25,Europe,3,In-Store Promotion
C5200,63,Male,64070,Accessories,87,2024-10-18,South America,3,TV
C5201,57,Female,61649,Smartphone,607,2024-09-08,North America,2,In-Store Promotion
C5202,59,Female,94776,Smartphone,902,2024-08-17,Europe,8,In-Store Promotion
C5203,65,Female,80767,Tablet,380,2024-07-11,North America,7,Online Ads
C5204,46,Female,85220,Laptop,974,2025-03-15,Europe,7,TV
C5205,24,Male,21653,Accessories,58,2024-08-23,North America,5,Social Media
C5206,38,Female,58146,Tablet,304,2024-08-31,South America,3,Online Ads
C5207,49,Male,65018,Tablet,286,2024-12-10,South America,3,TV
C5208,43,Male,49208,Accessories,43,2024-08-20,South America,1,TV
C5209,50,Female,146681,Laptop,1718,2024-08-10,South America,8,In-Store Promotion
C5210,40,Female,51595,Laptop,1889,2025-05-13,Europe,2,Online Ads
C5211,26,Male,90614,Tablet,243,2025-01-17,North America,3,In-Store Promotion
C5212,57,Male,78267,Laptop,1696,2024-11-23,South America,9,TV
C5213,37,Male,32789,Tablet,272,2025-03-28,Asia,1,TV
C5214,23,Male,132191,Tablet,301,2024-07-11,South America,8,Online Ads
C5215,62,Male,111705,Tablet,413,2025-05-10,Europe,1,TV
C5216,41,Female,127816,Smartphone,716,2024-10-12,North America,6,Social Media
C5217,27,Female,129406,Smartphone,1036,2025-02-20,North America,9,Social Media
C5218,41,Male,96594,Laptop,1009,2024-11-28,South America,1,TV
C5219,44,Male,22171,Laptop,936,2024-10-24,Europe,8,TV
C5220,59,Male,22291,Laptop,1921,2025-03-26,North America,2,Online Ads
C5221,36,Male,25953,Tablet,379,2024-07-16,South America,3,Social Media
C5222,54,Female,29861,Accessories,41,2024-09-08,Europe,7,Online Ads
C5223,39,Male,59020,Smartphone,851,2024-11-15,North America,9,TV
C5224,18,Female,83777,Smartphone,616,2024-11-27,South America,1,In-Store Promotion
C5225,61,Male,25691,Laptop,813,2025-04-04,North America,8,TV
C5226,45,Female,102236,Tablet,582,2024-12-16,Asia,2,Online Ads
C5227,46,Female,89227,Accessories,51,2024-07-27,Asia,5,Social Media
C5228,51,Male,24766,Tablet,276,2024-06-28,South America,6,Online Ads
C5229,21,Female,119067,Accessories,90,2025-02-07,South America,9,In-Store Promotion
C5230,23,Male,107904,Smartphone,581,2024-11-22,Europe,8,TV
C5231,27,Female,131144,Tablet,315,2025-03-19,Europe,7,TV
C5232,47,Male,114400,Tablet,410,2025-04-07,North America,2,In-Store Promotion
C5233,61,Female,67232,Tablet,375,2024-10-24,North America,9,TV
C5234,45,Male,86857,Laptop,1698,2025-02-22,North America,3,Social Media
C5235,30,Male,103012,Smartphone,654,2025-04-16,Asia,10,In-Store Promotion
C5236,42,Male,120039,Accessories,48,2024-07-27,Europe,4,Social Media
C5237,58,Male,56890,Tablet,361,2024-06-29,North America,9,TV
C5238,23,Male,38225,Tablet,527,2024-11-03,North America,6,In-Store Promotion
C5239,30,Female,65039,Smartphone,698,2024-10-05,North America,7,TV
C5240,23,Male,81363,Accessories,51,2025-03-05,Asia,2,TV
C5241,53,Male,146488,Accessories,71,2025-03-30,Europe,1,Online Ads
C5242,59,Male,146688,Smartphone,527,2025-03-22,Europe,1,Social Media
C5243,55,Female,113303,Tablet,572,2025-03-19,North America,1,Social Media
C5244,39,Male,109059,Tablet,377,2024-10-09,Asia,9,Online Ads
C5245,46,Female,80435,Accessories,75,2024-06-14,South America,5,TV
C5246,32,Male,72339,Accessories,43,2025-02-05,Asia,10,Online Ads
C5247,39,Male,36761,Laptop,1451,2025-02-07,Europe,2,TV
C5248,23,Male,129107,Accessories,13,2024-07-14,Europe,5,In-Store Promotion
C5249,20,Male,122171,Laptop,1790,2025-04-23,South America,7,Social Media
C5250,55,Male,23736,Accessories,85,2024-09-19,Europe,6,In-Store Promotion
C5251,62,Female,81907,Tablet,242,2024-07-27,South America,7,TV
C5252,32,Male,104614,Smartphone,1037,2024-10-01,South America,6,Social Media
C5253,22,Male,52914,Smartphone,551,2024-08-26,Asia,10,Online Ads
C5254,21,Female,127810,Tablet,269,2024-07-25,Asia,8,TV
C5255,21,Male,22979,Laptop,955,2025-03-12,South America,2,Social Media
C5256,54,Female,123116,Laptop,1751,2024-10-26,Asia,5,TV
C5257,20,Female,76917,Laptop,1488,2024-11-04,North America,9,Online Ads
C5258,28,Male,46131,Smartphone,1084,2024-08-01,South America,10,TV
C5259,35,Female,139551,Smartphone,612,2024-09-22,North America,1,Online Ads
C5260,61,Female,32025,Smartphone,1167,2025-01-18,North America,10,Social Media
C5261,30,Male,32491,Smartphone,1187,2024-10-22,South America,3,Social Media
C5262,21,Female,42044,Smartphone,880,2024-09-23,Europe,9,TV
C5263,20,Male,146215,Accessories,87,2024-10-28,Asia,2,Social Media
C5264,46,Male,51044,Laptop,931,2024-08-02,Asia,10,In-Store Promotion
C5265,65,Male,22436,Smartphone,1030,2024-07-26,North America,9,Social Media
C5266,65,Female,118122,Accessories,64,2024-08-01,North America,1,Social Media
C5267,59,Female,106744,Tablet,204,2025-02-08,Europe,4,TV
C5268,30,Female,94325,Accessories,27,2024-10-16,Asia,5,Online Ads
C5269,32,Female,84871,Accessories,18,2024-08-21,Europe,9,Social Media
C5270,29,Male,50621,Laptop,1630,2024-07-16,North America,4,TV
C5271,22,Male,92764,Smartphone,1186,2024-07-29,Europe,2,Social Media
C5272,54,Female,32263,Smartphone,704,2025-03-13,Europe,3,Social Media
C5273,60,Male,85571,Smartphone,887,2024-10-25,Europe,8,Social Media
C5274,47,Male,125862,Accessories,85,2025-01-15,South America,4,In-Store Promotion
C5275,19,Female,84204,Smartphone,754,2024-07-20,Asia,1,TV
C5276,32,Female,144655,Laptop,1006,2024-09-10,Asia,10,Online Ads
C5277,32,Female,64555,Tablet,260,2024-06-04,North America,2,Social Media
C5278,32,Female,118167,Laptop,888,2025-04-01,Europe,6,TV
C5279,65,Male,66032,Tablet,395,2024-07-21,Asia,7,Social Media
C5280,20,Female,28659,Tablet,436,2024-08-21,South America,6,In-Store Promotion
C5281,43,Male,34258,Smartphone,738,2024-09-28,Asia,3,Social Media
C5282,60,Female,95578,Accessories,99,2025-05-16,Asia,9,Online Ads
C5283,52,Male,135680,Tablet,320,2025-01-30,Europe,7,Social Media
C5284,64,Female,93419,Tablet,333,2024-10-29,North America,6,Social Media
C5285,26,Male,39192,Laptop,1261,2025-02-15,South America,5,In-Store Promotion
C5286,36,Male,22194,Smartphone,638,2024-06-27,Asia,10,Social Media
C5287,27,Male,113472,Smartphone,580,2025-03-06,Asia,7,Social Media
C5288,44,Female,117834,Tablet,410,2024-05-25,Asia,8,Social Media
C5289,57,Male,139125,Laptop,1607,2025-01-10,Europe,9,TV
C5290,45,Male,34856,Tablet,334,2025-01-13,Asia,2,Social Media
C5291,52,Female,78212,Accessories,38,2024-07-07,South America,5,Social Media
C5292,50,Female,48732,Accessories,37,2025-02-05,Asia,2,In-Store Promotion
C5293,23,Male,119138,Smartphone,548,2024-08-26,North America,6,In-Store Promotion
C5294,34,Male,146319,Laptop,1122,2024-12-05,North America,3,TV
C5295,65,Male,111197,Tablet,303,2025-05-01,Asia,7,TV
C5296,62,Female,27027,Smartphone,1174,2025-05-20,Asia,8,Social Media
C5297,42,Male,113373,Smartphone,836,2024-06-15,South America,6,Online Ads
C5298,25,Male,141427,Accessories,15,2025-03-17,Asia,3,Online Ads
C5299,62,Female,37087,Smartphone,596,2025-03-22,Asia,7,In-Store Promotion
C5300,49,Female,81021,Smartphone,731,2025-02-23,North America,6,Online Ads
C5301,25,Female,75787,Accessories,79,2024-06-27,South America,9,In-Store Promotion
C5302,51,Female,87306,Accessories,49,2024-09-07,Asia,9,Online Ads
C5303,18,Male,36801,Accessories,51,2024-11-29,Asia,6,TV
C5304,29,Male,146202,Smartphone,1197,2025-02-25,South America,6,Social Media
C5305,22,Male,38016,Tablet,231,2025-01-21,Asia,7,Online Ads
C5306,55,Male,103660,Accessories,24,2024-10-29,Europe,3,In-Store Promotion
C5307,53,Female,46180,Tablet,259,2025-02-18,North America,10,TV
C5308,55,Male,51092,Accessories,24,2024-10-21,Europe,3,Online Ads
C5309,50,Male,108656,Smartphone,1012,2025-04-02,South America,9,Online Ads
C5310,45,Male,60205,Laptop,1869,2024-12-22,South America,3,In-Store Promotion
C5311,46,Female,24672,Accessories,77,2024-12-30,Europe,1,In-Store Promotion
C5312,63,Female,107827,Laptop,1622,2024-10-11,Asia,7,TV
C5313,57,Female,47342,Tablet,393,2024-12-09,Asia,10,Social Media
C5314,21,Male,88071,Laptop,1788,2025-01-25,South America,4,TV
C5315,35,Male,23969,Accessories,22,2025-03-28,Europe,5,Social Media
C5316,19,Female,33556,Accessories,65,2025-01-23,North America,4,TV
C5317,35,Male,136761,Accessories,64,2024-12-30,North America,10,TV
C5318,63,Female,68402,Smartphone,869,2025-05-24,Asia,1,Social Media
C5319,59,Female,72965,Accessories,67,2025-02-05,North America,1,In-Store Promotion
C5320,29,Female,67207,Smartphone,627,2024-09-21,Asia,9,Online Ads
C5321,41,Male,83655,Accessories,82,2025-02-12,North America,6,TV
C5322,45,Female,33556,Accessories,69,2024-08-30,North America,3,Social Media
C5323,54,Male,123960,Laptop,1756,2024-10-08,Asia,3,TV
C5324,52,Female,143279,Accessories,28,2024-09-16,Asia,8,TV
C5325,43,Female,21195,Accessories,67,2025-03-17,North America,6,TV
C5326,19,Female,107413,Accessories,12,2024-12-11,South America,5,In-Store Promotion
C5327,54,Male,104303,Smartphone,810,2024-09-26,North America,2,Online Ads
C5328,55,Male,22463,Smartphone,1066,2024-06-11,Europe,7,In-Store Promotion
C5329,52,Male,143635,Accessories,84,2024-10-27,North America,4,TV
C5330,61,Female,133525,Accessories,37,2025-03-16,Europe,3,In-Store Promotion
C5331,36,Female,57491,Tablet,393,2025-02-23,Asia,5,In-Store Promotion
C5332,48,Female,46808,Tablet,484,2024-07-13,Europe,1,TV
C5333,38,Male,137412,Tablet,207,2025-05-01,South America,9,Online Ads
C5334,38,Female,37131,Laptop,1679,2024-07-29,North America,7,TV
C5335,60,Female,33849,Smartphone,631,2025-02-21,North America,2,TV
C5336,27,Male,37309,Accessories,85,2025-05-19,North America,4,Online Ads
C5337,32,Male,93438,Tablet,367,2024-08-30,North America,3,In-Store Promotion
C5338,31,Female,91625,Smartphone,739,2025-04-09,South America,10,Social Media
C5339,52,Male,92426,Tablet,442,2024-08-21,Asia,6,In-Store Promotion
C5340,44,Female,102725,Smartphone,740,2024-07-18,Europe,8,Online Ads
C5341,52,Female,29793,Tablet,304,2024-10-08,North America,4,Social Media
C5342,35,Male,126330,Tablet,393,2024-08-22,North America,3,In-Store Promotion
C5343,45,Female,27805,Accessories,62,2024-08-28,South America,6,TV
C5344,41,Female,146352,Tablet,593,2024-10-19,Europe,2,Online Ads
C5345,24,Female,85363,Tablet,289,2024-09-15,South America,10,Online Ads
C5346,34,Male,76096,Smartphone,663,2025-04-19,Asia,5,TV
C5347,29,Male,86026,Tablet,586,2025-03-16,Europe,1,Online Ads
C5348,47,Male,98772,Tablet,469,2024-09-08,Asia,10,In-Store Promotion
C5349,63,Male,25568,Tablet,573,2024-08-12,Europe,2,Social Media
C5350,35,Male,27519,Smartphone,1162,2024-12-03,Asia,5,TV
C5351,49,Female,107252,Smartphone,761,2025-02-17,North America,9,TV
C5352,33,Female,79865,Accessories,58,2024-10-15,South America,2,Online Ads
C5353,52,Female,114335,Accessories,64,2025-05-06,South America,4,Social Media
C5354,37,Male,101473,Laptop,1136,2024-07-29,South America,8,In-Store Promotion
C5355,44,Male,72908,Tablet,388,2025-02-16,Europe,10,TV
C5356,40,Male,109229,Laptop,1103,2025-03-25,Asia,7,Online Ads
C5357,29,Female,82416,Smartphone,714,2024-12-19,South America,1,Online Ads
C5358,30,Male,145859,Laptop,975,2024-09-06,Europe,5,In-Store Promotion
C5359,35,Female,48686,Tablet,253,2024-06-03,South America,7,Social Media
C5360,33,Female,55165,Smartphone,780,2025-03-19,Asia,6,In-Store Promotion
C5361,46,Female,96419,Tablet,375,2025-04-11,South America,7,In-Store Promotion
C5362,46,Male,66134,Accessories,98,2024-12-25,North America,6,Social Media
C5363,65,Female,110795,Smartphone,843,2024-07-25,North America,1,TV
C5364,34,Male,112571,Smartphone,578,2024-12-16,North America,9,Online Ads
C5365,47,Female,109806,Tablet,351,2024-08-08,South America,9,In-Store Promotion
C5366,29,Male,135313,Smartphone,934,2024-07-01,South America,1,Social Media
C5367,64,Male,68805,Accessories,87,2025-05-02,North America,2,TV
C5368,62,Male,113766,Accessories,99,2024-08-01,South America,7,Online Ads
C5369,25,Male,43809,Accessories,78,2024-05-25,South America,2,Social Media
C5370,43,Male,131615,Accessories,41,2024-12-20,South America,4,Online Ads
C5371,26,Male,61478,Accessories,64,2024-08-27,North America,10,TV
C5372,59,Female,98358,Laptop,1101,2025-04-27,South America,6,Online Ads
C5373,50,Male,114875,Tablet,590,2024-11-09,South America,10,Online Ads
