transactionId,dateOfTransaction,accountId,transactionAmount,transactionType,location,accountBalanceAfter,customerSegment,fraudFlag
T5427,2025-01-29,A1105,873,Transfer,Sydney,30685,Retail,false
T5428,2024-06-20,A6664,4980,Withdrawal,New York,30297,Corporate,false
T5429,2024-07-18,A4061,2204,Deposit,New York,22054,SME,false
T5430,2024-11-08,A3253,2012,Withdrawal,Tokyo,52251,Retail,false
T5431,2024-07-11,A4639,3088,Transfer,New York,83361,Corporate,false
T5432,2024-11-29,A4783,4367,Transfer,Tokyo,85118,SME,false
T5433,2024-12-14,A8859,4051,Deposit,London,6870,SME,false
T5434,2025-03-12,A7947,2796,Deposit,Tokyo,100992,Corporate,false
T5435,2025-03-27,A2087,3180,Deposit,Sydney,38175,Retail,false
T5436,2024-08-29,A2815,3832,Deposit,New York,67561,SME,false
T5437,2024-07-29,A5496,3441,Withdrawal,London,22825,Retail,false
T5438,2025-02-22,A4896,4905,Withdrawal,London,13660,Retail,false
T5439,2024-10-21,A2359,2306,Deposit,London,12606,SME,false
T5440,2025-02-13,A3628,738,Withdrawal,London,30357,Corporate,false
T5441,2025-03-08,A4577,1872,Deposit,London,85768,Corporate,false
T5442,2024-08-27,A8821,1328,Withdrawal,Tokyo,51606,SME,false
T5443,2024-06-30,A6535,3616,Transfer,Sydney,20988,Corporate,false
T5444,2025-03-15,A3576,3187,Withdrawal,New York,9264,SME,false
T5445,2024-06-04,A9443,3731,Transfer,London,16470,SME,false
T5446,2024-09-22,A9606,6699,Deposit,Tokyo,96973,Corporate,true
T5447,2025-03-19,A7805,4463,Deposit,Sydney,92844,Corporate,false
T5448,2025-05-18,A6505,4584,Transfer,Sydney,70841,Retail,false
T5449,2024-07-11,A3473,4538,Withdrawal,Sydney,66383,SME,false
T5450,2024-07-28,A8334,4454,Withdrawal,Tokyo,30211,Retail,false
T5451,2025-01-12,A5181,2871,Deposit,New York,21409,Retail,false
T5452,2025-01-27,A9349,319,Withdrawal,London,71245,SME,false
T5453,2024-09-27,A6280,2710,Transfer,Sydney,7781,Corporate,false
T5454,2025-03-01,A8377,888,Transfer,Tokyo,94308,Retail,false
T5455,2024-06-08,A1091,586,Withdrawal,London,73928,SME,false
T5456,2024-06-03,A8226,2417,Transfer,Tokyo,9649,Retail,false
T5457,2025-01-13,A1876,3569,Withdrawal,Tokyo,46261,Retail,false
T5458,2025-03-12,A6972,1265,Withdrawal,Tokyo,95599,SME,false
T5459,2025-02-28,A1298,1836,Withdrawal,Tokyo,41521,SME,false
T5460,2024-11-26,A7779,1448,Transfer,Tokyo,1193,Retail,false
T5461,2024-06-27,A5583,2198,Transfer,Tokyo,91911,Corporate,false
T5462,2024-11-19,A1798,146,Withdrawal,London,25525,Corporate,false
T5463,2025-01-02,A3503,1972,Withdrawal,Sydney,10857,Retail,false
T5464,2024-11-04,A3231,1048,Deposit,Tokyo,74113,Retail,false
T5465,2025-05-05,A4777,2053,Withdrawal,Tokyo,39433,SME,false
T5466,2024-08-02,A7019,3135,Deposit,Tokyo,30355,Corporate,false
T5467,2025-02-10,A3563,3986,Withdrawal,New York,93269,Retail,false
T5468,2024-07-08,A2918,2233,Deposit,Sydney,49175,SME,false
T5469,2025-05-07,A9608,1960,Transfer,Tokyo,47860,Corporate,false
T5470,2025-05-03,A3621,4645,Transfer,Tokyo,1945,Corporate,false
T5471,2025-01-05,A1467,3599,Deposit,London,46266,Corporate,false
T5472,2025-04-25,A1118,1368,Transfer,Tokyo,92960,Corporate,false
T5473,2025-02-22,A6763,2261,Withdrawal,London,45857,Corporate,false
T5474,2024-06-03,A6392,107,Withdrawal,Tokyo,97325,Retail,false
T5475,2024-12-16,A1248,3570,Withdrawal,New York,94128,Retail,false
T5476,2024-08-11,A7790,4123,Transfer,London,50395,Corporate,false
T5477,2024-11-16,A5425,4218,Deposit,Tokyo,40463,Corporate,false
T5478,2025-03-17,A5965,2116,Deposit,Sydney,46397,Retail,false
T5479,2024-06-23,A5104,4608,Transfer,Tokyo,71311,SME,false
T5480,2024-10-30,A8533,327,Transfer,New York,36858,SME,false
T5481,2024-06-14,A1463,4440,Deposit,Sydney,72789,SME,false
T5482,2024-08-30,A1091,2929,Transfer,London,34830,Corporate,false
T5483,2025-03-03,A6290,4218,Transfer,Sydney,51629,Corporate,false
T5484,2024-08-31,A5123,411,Transfer,Sydney,55986,SME,false
T5485,2024-12-12,A2557,248,Deposit,New York,3744,SME,false
T5486,2024-09-12,A4883,1085,Withdrawal,Tokyo,27038,Retail,false
T5487,2025-01-04,A4289,756,Deposit,London,67537,Corporate,false
T5488,2024-11-04,A7259,732,Deposit,London,61947,Corporate,false
T5489,2025-02-13,A2742,4407,Transfer,Sydney,77232,Corporate,false
T5490,2025-05-14,A3855,2823,Withdrawal,Tokyo,15908,Corporate,false
T5491,2025-04-19,A2901,31176,Deposit,London,92718,SME,true
T5492,2024-11-06,A6788,2967,Deposit,Tokyo,94897,SME,false
T5493,2024-09-30,A6969,4875,Withdrawal,Sydney,14471,Retail,false
T5494,2024-09-10,A8456,3132,Deposit,Tokyo,18543,Retail,false
T5495,2025-05-14,A9587,907,Withdrawal,Tokyo,3300,SME,false
T5496,2025-01-03,A5081,4205,Transfer,Tokyo,85444,Corporate,false
T5497,2024-10-27,A6452,2376,Transfer,New York,92240,Retail,false
T5498,2024-06-29,A2041,3612,Transfer,Tokyo,61417,Retail,false
T5499,2025-01-26,A1355,931,Transfer,Sydney,60287,SME,false
T5500,2024-06-10,A3316,3329,Transfer,New York,92012,Corporate,false
T5501,2024-10-28,A4490,1587,Deposit,Sydney,60154,Corporate,false
T5502,2025-05-21,A7441,2614,Transfer,Tokyo,66263,SME,false
T5503,2024-08-23,A1778,3660,Transfer,New York,27245,Corporate,false
T5504,2025-03-03,A4429,1437,Deposit,London,57615,Retail,false
T5505,2024-10-22,A9431,2021,Deposit,London,18084,SME,false
T5506,2024-06-19,A5549,4908,Deposit,Tokyo,10549,SME,false
T5507,2024-09-19,A6029,2680,Withdrawal,Sydney,60864,Corporate,false
T5508,2024-08-12,A9997,3707,Transfer,London,37790,Corporate,false
T5509,2024-11-21,A7519,1611,Withdrawal,Tokyo,49217,Corporate,false
T5510,2025-04-04,A4043,3030,Deposit,Sydney,26970,SME,false
T5511,2025-03-07,A3830,2187,Deposit,Tokyo,96822,Corporate,false
T5512,2025-03-12,A5941,4985,Deposit,New York,66677,SME,false
T5513,2025-04-07,A5110,2340,Deposit,Sydney,79046,Corporate,false
T5514,2024-11-23,A2211,1557,Deposit,New York,60859,Retail,false
T5515,2025-03-26,A4476,1985,Transfer,New York,73484,SME,false
T5516,2024-12-31,A3612,25,Deposit,New York,67264,Corporate,false
T5517,2025-01-11,A5215,45,Deposit,Tokyo,95046,Corporate,false
T5518,2025-03-13,A1533,1971,Deposit,Tokyo,25355,SME,false
T5519,2025-03-23,A9287,399,Transfer,Sydney,1449,Retail,false
T5520,2024-10-28,A9794,4945,Deposit,London,26606,Corporate,false
T5521,2025-01-07,A1392,851,Deposit,New York,3474,Corporate,false
T5522,2024-11-05,A1438,3627,Withdrawal,Tokyo,88164,SME,false
T5523,2024-06-01,A1578,2898,Deposit,Sydney,72304,Corporate,false
T5524,2024-09-27,A1401,1778,Deposit,New York,88049,Corporate,false
T5525,2024-07-27,A8288,4732,Withdrawal,Tokyo,32197,Corporate,false
T5526,2024-07-11,A9570,587,Deposit,London,34199,Corporate,false
T5527,2024-08-15,A1885,2188,Withdrawal,Tokyo,365,SME,false
T5528,2025-03-08,A9539,4486,Withdrawal,Sydney,27542,Corporate,false
T5529,2025-04-20,A6301,4620,Withdrawal,London,84394,SME,false
T5530,2024-11-23,A4141,48,Deposit,Tokyo,89294,Retail,false
T5531,2025-02-23,A4798,4728,Transfer,Tokyo,84054,Corporate,false
T5532,2025-01-23,A6637,2997,Withdrawal,Sydney,33523,Corporate,false
T5533,2025-03-17,A1772,3864,Transfer,London,65742,Corporate,false
T5534,2024-07-21,A2446,2026,Withdrawal,Sydney,73413,Corporate,false
T5535,2024-08-15,A6051,4954,Deposit,New York,11091,Retail,false
T5536,2024-10-29,A4629,1297,Transfer,Tokyo,90777,Corporate,false
T5537,2024-06-21,A6583,3546,Deposit,London,44452,SME,false
T5538,2025-05-15,A1051,4996,Deposit,London,31542,SME,false
T5539,2024-05-26,A1406,2327,Deposit,New York,41168,SME,false
T5540,2024-08-08,A1442,346,Deposit,Sydney,18751,Retail,false
T5541,2024-11-07,A4723,3397,Withdrawal,New York,52669,SME,false
T5542,2024-07-14,A4314,3137,Transfer,New York,31232,Retail,false
T5543,2024-06-18,A1023,4214,Transfer,Tokyo,25865,SME,false
T5544,2025-03-31,A7827,417,Withdrawal,New York,37250,Retail,false
T5545,2024-10-04,A7980,3571,Deposit,Tokyo,40794,SME,false
T5546,2024-11-13,A4488,3306,Transfer,New York,50850,Retail,false
T5547,2024-11-14,A1961,1735,Deposit,Sydney,32754,SME,false
T5548,2024-12-14,A3468,1461,Transfer,London,20431,Corporate,false
T5549,2024-11-30,A1820,1307,Withdrawal,London,390,SME,false
T5550,2025-01-30,A1420,4457,Withdrawal,Tokyo,78933,SME,false
T5551,2024-07-15,A2727,4435,Deposit,Tokyo,83240,Corporate,false
T5552,2024-06-25,A1658,693,Transfer,New York,9562,SME,false
T5553,2025-02-17,A8916,1868,Deposit,Tokyo,12984,Corporate,false
T5554,2024-10-29,A8579,3478,Withdrawal,New York,64760,SME,false
T5555,2024-10-24,A4672,592,Withdrawal,Sydney,26452,Retail,false
T5556,2024-06-24,A7100,193,Withdrawal,New York,91353,SME,false
T5557,2025-03-10,A7417,260,Deposit,New York,41457,Corporate,false
T5558,2024-06-18,A3608,3505,Deposit,New York,14487,Corporate,false
T5559,2024-06-07,A4324,2786,Withdrawal,Sydney,48331,Retail,false
T5560,2024-07-09,A3090,4920,Transfer,Sydney,43666,SME,false
T5561,2025-02-05,A8432,553,Deposit,Tokyo,45912,Retail,false
T5562,2024-07-19,A6665,3199,Deposit,Sydney,55099,Corporate,false
T5563,2024-10-13,A7808,3042,Withdrawal,New York,74103,Retail,false
T5564,2025-01-27,A1677,1102,Withdrawal,Tokyo,58260,Corporate,false
T5565,2024-11-25,A5069,2113,Withdrawal,Tokyo,64275,Retail,false
T5566,2024-11-04,A7326,575,Withdrawal,Tokyo,28359,SME,false
T5567,2025-01-08,A7016,2047,Deposit,Tokyo,76928,Retail,false
T5568,2025-02-12,A5770,1827,Deposit,London,68151,Corporate,false
T5569,2024-11-18,A8168,1299,Deposit,Tokyo,53746,Retail,false
T5570,2025-02-12,A7267,2197,Transfer,Tokyo,89919,SME,false
T5571,2025-02-20,A4132,1901,Withdrawal,Tokyo,85658,Corporate,false
T5572,2024-10-28,A2683,2604,Deposit,Tokyo,53163,Retail,false
T5573,2024-10-13,A7527,4415,Transfer,Tokyo,9191,Corporate,false
T5574,2024-09-01,A4470,2702,Transfer,London,82901,Corporate,false
T5575,2024-10-04,A9892,3168,Transfer,London,10805,Retail,false
T5576,2025-03-19,A9097,3516,Withdrawal,Sydney,78015,SME,false
T5577,2024-06-11,A1145,554,Deposit,New York,7835,SME,false
T5578,2025-03-09,A6871,112,Deposit,London,88227,Corporate,false
T5579,2024-07-24,A2234,1360,Deposit,Tokyo,39817,Corporate,false
T5580,2024-11-30,A9539,1800,Transfer,London,72318,Corporate,false
T5581,2025-04-09,A9121,4256,Deposit,London,6903,Retail,false
T5582,2024-07-25,A1567,270,Deposit,Sydney,96243,Corporate,false
T5583,2025-01-03,A2206,2152,Withdrawal,London,15637,Corporate,false
T5584,2024-10-23,A1155,4067,Withdrawal,New York,65198,Corporate,false
T5585,2024-10-27,A3865,4484,Transfer,Sydney,42932,Corporate,false
T5586,2024-10-03,A4887,252,Withdrawal,Tokyo,44439,SME,false
T5587,2025-05-20,A8708,3465,Withdrawal,New York,60161,Corporate,false
T5588,2025-05-01,A4526,3299,Transfer,Sydney,77248,Retail,false
T5589,2025-03-16,A5784,4985,Transfer,London,88053,SME,false
T5590,2024-12-12,A6956,4247,Deposit,London,78597,Retail,false
T5591,2025-02-04,A1768,3183,Withdrawal,Sydney,74882,SME,false
T5592,2025-01-05,A4074,28427,Withdrawal,New York,38904,Corporate,true
T5593,2025-02-07,A3048,1143,Deposit,Sydney,57623,SME,false
T5594,2024-05-30,A8763,2455,Withdrawal,Tokyo,31370,Corporate,false
T5595,2025-01-30,A9950,2069,Transfer,Tokyo,70930,Corporate,false
T5596,2025-05-16,A2625,2943,Deposit,Tokyo,64600,Corporate,false
T5597,2024-12-12,A9069,1262,Transfer,Tokyo,18677,SME,false
T5598,2025-02-25,A6950,30573,Deposit,Sydney,107598,Retail,true
T5599,2025-02-26,A6018,2966,Withdrawal,Tokyo,85462,SME,false
T5600,2024-11-11,A6997,3670,Deposit,Sydney,46876,Corporate,false
T5601,2024-12-18,A7383,3608,Transfer,London,26822,Corporate,false
T5602,2024-08-20,A2937,2809,Transfer,New York,59433,SME,false
T5603,2024-08-07,A7408,75,Transfer,New York,80120,SME,false
T5604,2025-02-08,A3778,866,Deposit,London,67448,SME,false
T5605,2024-06-13,A3945,4648,Deposit,New York,75059,Corporate,false
T5606,2024-08-02,A7332,375,Deposit,London,51075,Retail,false
T5607,2025-01-10,A8107,2644,Transfer,Tokyo,47675,SME,false
T5608,2024-06-06,A1822,2865,Transfer,Tokyo,62461,SME,false
T5609,2025-01-05,A7074,1771,Withdrawal,London,74850,Corporate,false
T5610,2025-01-02,A6936,834,Deposit,Tokyo,54281,Corporate,false
T5611,2025-05-07,A8179,480,Transfer,New York,59272,Retail,false
T5612,2025-02-19,A9805,3006,Deposit,New York,42233,Retail,false
T5613,2025-05-02,A5097,7730,Deposit,New York,71948,SME,true
T5614,2025-03-27,A6697,1921,Transfer,New York,15685,SME,false
T5615,2024-09-04,A8981,4741,Withdrawal,Sydney,2497,Retail,false
T5616,2024-12-22,A1560,975,Withdrawal,Sydney,2960,Retail,false
T5617,2024-10-02,A4260,3407,Withdrawal,Sydney,15326,SME,false
T5618,2024-07-31,A6112,1908,Transfer,Tokyo,88060,Retail,false
T5619,2025-01-07,A6993,3583,Withdrawal,Sydney,54391,SME,false
T5620,2024-12-14,A4165,2899,Deposit,Tokyo,70257,SME,false
T5621,2025-02-03,A6418,4416,Deposit,Sydney,92414,Corporate,false
T5622,2024-06-18,A6124,2173,Transfer,London,39025,SME,false
T5623,2024-12-12,A1859,4608,Transfer,Sydney,9653,Retail,false
T5624,2024-06-13,A1014,3842,Transfer,Sydney,34384,Corporate,false
T5625,2025-03-01,A9649,3894,Deposit,London,19298,SME,false
T5626,2025-04-10,A1536,1511,Deposit,New York,38158,Corporate,false
T5627,2024-12-12,A1086,3824,Withdrawal,Tokyo,64699,SME,false
T5628,2025-02-10,A3968,4035,Deposit,London,6769,Retail,false
T5629,2025-03-20,A7379,2227,Withdrawal,New York,12858,Retail,false
T5630,2024-05-30,A3809,2033,Transfer,Sydney,24050,SME,false
T5631,2025-04-26,A1054,4420,Withdrawal,New York,87993,SME,false
T5632,2025-01-10,A1507,3248,Deposit,Sydney,19054,Corporate,false
T5633,2024-10-20,A2117,2056,Deposit,Tokyo,85649,Corporate,false
T5634,2024-12-11,A2161,4977,Transfer,New York,23007,Retail,false
T5635,2025-05-15,A1823,1314,Withdrawal,Tokyo,12401,Retail,false
T5636,2024-12-26,A5303,2159,Transfer,New York,48850,Corporate,false
T5637,2025-04-22,A1883,1057,Transfer,Tokyo,72875,SME,false
T5638,2024-07-05,A1339,769,Withdrawal,Tokyo,63041,Retail,false
T5639,2025-01-08,A9915,4492,Deposit,Sydney,24459,Corporate,false
T5640,2024-07-22,A7102,3147,Withdrawal,London,82703,Corporate,false
T5641,2024-08-11,A2951,640,Deposit,New York,16351,Corporate,false
T5642,2024-07-08,A1503,2430,Transfer,London,6983,Retail,false
T5643,2025-05-19,A6630,126,Deposit,New York,63238,Corporate,false
T5644,2024-06-30,A7007,512,Transfer,Tokyo,3894,SME,false
T5645,2024-10-28,A7442,3667,Deposit,Tokyo,38269,Corporate,false
T5646,2024-09-10,A4194,4564,Deposit,New York,28244,Corporate,false
T5647,2024-10-27,A7991,2533,Deposit,Tokyo,41414,SME,false
T5648,2025-04-16,A6257,4603,Withdrawal,Tokyo,83725,Retail,false
T5649,2024-06-25,A1100,2985,Transfer,New York,60212,SME,false
T5650,2025-02-22,A5395,2445,Withdrawal,Sydney,28571,Retail,false
T5651,2024-11-13,A6097,4798,Deposit,New York,18815,SME,false
T5652,2025-01-22,A8455,934,Transfer,Sydney,89647,SME,false
T5653,2024-10-31,A6484,4167,Deposit,New York,88344,SME,false
T5654,2025-05-05,A6294,2071,Deposit,Tokyo,93436,Retail,false
T5655,2024-11-12,A4481,2011,Transfer,London,75163,SME,false
T5656,2024-05-24,A7575,189,Withdrawal,New York,62291,Retail,false
T5657,2024-07-21,A3421,3242,Transfer,Tokyo,65186,Retail,false
T5658,2024-09-26,A8953,4971,Withdrawal,New York,63073,Retail,false
T5659,2024-07-22,A3083,3834,Transfer,Sydney,16449,Retail,false
T5660,2024-08-26,A1821,4680,Withdrawal,Tokyo,90272,SME,false
T5661,2025-05-11,A4557,19180,Transfer,London,7510,Corporate,true
T5662,2024-10-04,A1622,3026,Deposit,Tokyo,35508,Corporate,false
T5663,2025-03-21,A8719,21049,Transfer,Sydney,14509,Retail,true
T5664,2024-11-05,A7708,4464,Deposit,Tokyo,93645,SME,false
T5665,2025-03-04,A9066,856,Transfer,London,22016,SME,false
T5666,2024-11-10,A8212,3340,Withdrawal,New York,60026,Corporate,false
T5667,2025-02-05,A9847,324,Withdrawal,Tokyo,47806,Corporate,false
T5668,2025-04-25,A7750,3188,Deposit,Sydney,47047,Retail,false
T5669,2024-11-28,A1816,867,Deposit,Tokyo,41356,Corporate,false
T5670,2025-04-29,A2715,466,Transfer,Tokyo,52556,SME,false
T5671,2024-07-22,A5359,4776,Withdrawal,New York,85356,Retail,false
T5672,2025-05-14,A8346,736,Withdrawal,London,33627,Retail,false
T5673,2024-08-16,A8862,4772,Deposit,Sydney,86398,Corporate,false
T5674,2024-10-13,A6112,4051,Transfer,Sydney,55560,Corporate,false
T5675,2024-08-03,A7914,1323,Withdrawal,Sydney,938,Retail,false
T5676,2024-08-03,A7773,2106,Deposit,Tokyo,94365,Retail,false
T5677,2025-03-12,A6958,1346,Deposit,New York,46759,SME,false
T5678,2024-07-12,A3706,4945,Withdrawal,New York,46072,Corporate,false
T5679,2025-04-11,A4699,2847,Withdrawal,Sydney,84831,SME,false
T5680,2024-12-28,A2479,2902,Transfer,Tokyo,7782,Corporate,false
T5681,2025-03-22,A1298,615,Deposit,New York,11163,Corporate,false
T5682,2024-07-12,A1963,1086,Transfer,Sydney,27988,SME,false
T5683,2024-09-12,A8668,501,Transfer,Sydney,75082,SME,false
T5684,2025-02-16,A7853,1866,Transfer,Sydney,11318,Retail,false
T5685,2025-01-03,A6876,3980,Withdrawal,Tokyo,60315,Retail,false
T5686,2024-10-30,A1922,1125,Withdrawal,Tokyo,75833,Retail,false
T5687,2024-11-09,A9789,2242,Withdrawal,Tokyo,52566,Corporate,false
T5688,2024-10-25,A8516,1432,Deposit,Sydney,64639,SME,false
T5689,2024-09-02,A3910,695,Transfer,New York,82754,Corporate,false
T5690,2025-03-30,A3559,2500,Withdrawal,New York,3083,SME,false
T5691,2024-12-07,A8884,4691,Transfer,New York,23377,Retail,false
T5692,2024-08-08,A9229,2576,Withdrawal,New York,90637,Retail,false
T5693,2024-07-08,A8677,51,Deposit,Sydney,55167,Corporate,false
T5694,2025-05-10,A2167,2690,Withdrawal,Sydney,86925,SME,false
T5695,2025-04-14,A1396,3867,Transfer,Tokyo,71773,Retail,false
T5696,2024-08-09,A4330,608,Transfer,London,70561,Retail,false
T5697,2024-11-13,A9337,2669,Transfer,London,76895,Retail,false
T5698,2025-03-17,A2805,1175,Transfer,Tokyo,35874,SME,false
T5699,2025-02-01,A3218,2682,Withdrawal,New York,32855,Retail,false
T5700,2024-05-31,A4769,628,Deposit,Tokyo,36892,Corporate,false
T5701,2025-05-22,A9561,21635,Withdrawal,New York,-6954,Retail,true
T5702,2024-09-22,A2935,3279,Deposit,Tokyo,33667,SME,true
T5703,2025-03-16,A5644,164,Withdrawal,Sydney,28620,Retail,false
T5704,2025-04-11,A1421,981,Deposit,Sydney,35502,Retail,false
T5705,2025-01-10,A5979,4187,Transfer,London,89324,SME,false
T5706,2025-03-16,A5732,2358,Deposit,Sydney,81617,Retail,false
T5707,2025-01-27,A7322,1133,Transfer,London,863,SME,false
T5708,2024-10-25,A3748,2316,Transfer,London,66039,Retail,false
T5709,2024-06-07,A8055,4592,Transfer,London,49247,Retail,false
T5710,2024-10-22,A3557,994,Deposit,New York,55916,SME,false
T5711,2024-12-31,A8171,1708,Deposit,Tokyo,33877,SME,false
T5712,2024-09-22,A3350,1734,Withdrawal,London,51508,SME,false
T5713,2024-12-09,A3604,4461,Transfer,Sydney,43446,Retail,false
T5714,2025-03-28,A3415,2040,Transfer,Sydney,37372,SME,false
T5715,2025-04-13,A6244,2788,Withdrawal,London,40660,SME,false
T5716,2024-06-22,A1129,5000,Transfer,Tokyo,67128,Corporate,false
T5717,2025-01-31,A4715,707,Deposit,New York,78096,Retail,false
T5718,2024-06-13,A5086,2025,Transfer,Tokyo,38938,Corporate,false
T5719,2025-03-14,A1904,3115,Withdrawal,Sydney,53877,Corporate,false
T5720,2024-06-21,A7499,786,Withdrawal,New York,51806,Corporate,false
T5721,2024-08-09,A7281,91,Transfer,Sydney,48722,Retail,false
T5722,2024-09-14,A2047,4273,Deposit,Tokyo,44544,SME,false
T5723,2024-12-08,A4385,953,Transfer,Sydney,42234,SME,false
T5724,2024-10-07,A1512,4481,Withdrawal,Tokyo,63864,Corporate,false
T5725,2025-01-09,A6848,1781,Deposit,Sydney,20848,SME,false
T5726,2025-05-24,A1752,4616,Withdrawal,London,39348,SME,false
T5727,2024-10-01,A7541,4574,Withdrawal,Tokyo,74364,SME,false
T5728,2024-09-07,A1882,176,Withdrawal,New York,18802,Corporate,false
T5729,2024-09-17,A4639,2928,Withdrawal,New York,61090,SME,false
T5730,2024-07-27,A1128,1190,Transfer,London,31929,SME,false
T5731,2025-04-14,A7998,3520,Transfer,Tokyo,19287,Retail,false
T5732,2025-03-10,A1373,2489,Transfer,Tokyo,96137,SME,false
T5733,2024-11-03,A1475,714,Withdrawal,New York,94901,Corporate,false
T5734,2025-05-19,A7765,4676,Transfer,Tokyo,46437,SME,false
T5735,2024-10-28,A5702,11646,Withdrawal,Sydney,50829,Retail,true
T5736,2024-07-26,A7537,4313,Withdrawal,New York,39612,Retail,false
T5737,2024-12-05,A8022,1478,Withdrawal,Tokyo,81670,SME,false
T5738,2024-12-17,A4840,4977,Transfer,New York,32608,Retail,false
T5739,2024-10-04,A4317,2368,Withdrawal,New York,36935,Corporate,false
T5740,2025-02-04,A5167,969,Deposit,New York,67710,SME,false
T5741,2024-11-28,A9043,2292,Withdrawal,London,17919,Corporate,false
T5742,2024-07-10,A5023,2426,Transfer,New York,58338,Corporate,false
T5743,2024-11-30,A5738,2086,Withdrawal,Sydney,59943,SME,false
T5744,2025-01-06,A9829,1292,Deposit,Tokyo,86027,Corporate,false
T5745,2025-04-27,A3295,3338,Transfer,Sydney,10650,Retail,false
T5746,2025-03-16,A4680,1260,Withdrawal,Tokyo,19109,Retail,false
T5747,2024-09-25,A9411,700,Deposit,Sydney,96895,Retail,false
T5748,2025-03-19,A9970,4412,Deposit,Tokyo,19256,SME,false
T5749,2025-04-17,A7135,4161,Deposit,New York,52035,Corporate,false
T5750,2024-08-06,A4734,2031,Deposit,London,42251,Corporate,false
T5751,2024-05-31,A6030,3821,Withdrawal,London,22965,SME,false
T5752,2024-06-05,A6869,3301,Withdrawal,Sydney,41282,SME,false
T5753,2025-01-14,A1563,1923,Deposit,New York,27447,Retail,false
T5754,2025-04-12,A4360,1769,Transfer,Tokyo,68386,Corporate,false
T5755,2024-06-01,A3224,1430,Withdrawal,Sydney,82355,Corporate,true
T5756,2024-05-27,A9666,2788,Transfer,Tokyo,32639,SME,false
T5757,2024-11-23,A6134,2891,Withdrawal,Tokyo,67982,Corporate,false
T5758,2024-06-24,A9894,3383,Deposit,London,82925,Corporate,false
T5759,2025-02-12,A1521,2196,Withdrawal,New York,20571,Retail,false
T5760,2024-07-13,A4417,1675,Withdrawal,Sydney,6420,Retail,false
T5761,2024-05-27,A3269,2822,Deposit,Tokyo,46813,Retail,false
T5762,2025-02-15,A5207,1674,Deposit,Tokyo,7061,SME,false
T5763,2024-08-10,A7646,1798,Withdrawal,London,35549,SME,false
T5764,2025-04-20,A5965,1431,Transfer,Sydney,74814,Corporate,false
T5765,2024-08-05,A3722,2568,Transfer,New York,-17,Retail,false
T5766,2025-04-04,A7643,472,Withdrawal,New York,44556,Corporate,false
T5767,2025-05-21,A4903,4616,Transfer,Tokyo,62454,Corporate,false
T5768,2025-04-19,A5077,660,Deposit,Tokyo,90507,Retail,false
T5769,2024-06-18,A5267,4903,Deposit,London,90021,Corporate,false
T5770,2025-01-05,A3572,996,Withdrawal,Sydney,46414,Retail,false
T5771,2025-04-21,A6876,190,Transfer,New York,45067,Corporate,false
T5772,2024-12-03,A9229,4365,Withdrawal,Sydney,40247,Corporate,false
T5773,2024-12-12,A9209,2903,Transfer,New York,55036,SME,false
T5774,2025-03-09,A8756,4763,Withdrawal,London,254,Corporate,false
T5775,2024-08-14,A4630,3206,Transfer,Tokyo,54355,SME,false
T5776,2025-05-06,A2795,2207,Withdrawal,London,43495,SME,false
T5777,2024-11-19,A2321,3025,Transfer,London,33332,SME,false
T5778,2024-11-18,A4026,555,Deposit,Tokyo,10595,SME,false
T5779,2024-12-25,A8168,36,Withdrawal,New York,93418,Corporate,false
T5780,2024-11-27,A9934,4439,Transfer,New York,48316,SME,false
T5781,2024-10-14,A1403,1329,Deposit,Sydney,27048,Corporate,false
T5782,2024-08-03,A7902,273,Withdrawal,Sydney,98267,Retail,false
T5783,2025-05-21,A2572,149,Transfer,Tokyo,63403,Corporate,false
T5784,2025-01-19,A2127,2685,Withdrawal,London,28598,SME,false
T5785,2025-02-08,A5376,3390,Deposit,London,66643,Corporate,false
T5786,2024-06-25,A2485,4543,Transfer,London,80864,SME,false
T5787,2024-06-27,A5459,3964,Withdrawal,Sydney,32936,SME,false
T5788,2024-11-17,A7623,2503,Withdrawal,New York,75618,Corporate,false
T5789,2025-02-16,A1707,4312,Transfer,Sydney,89834,SME,false
T5790,2024-06-28,A9742,335,Transfer,London,89160,Corporate,false
T5791,2024-09-13,A6568,765,Transfer,New York,1879,Corporate,false
T5792,2024-10-25,A1563,4640,Deposit,Sydney,20218,SME,false
T5793,2024-12-17,A1853,67,Transfer,London,27860,Retail,false
T5794,2025-01-05,A9564,1805,Transfer,London,72336,Retail,false
T5795,2024-12-08,A4884,3748,Withdrawal,Tokyo,16491,SME,true
T5796,2024-07-05,A1031,3317,Deposit,New York,16069,SME,false
T5797,2025-04-02,A8220,1506,Deposit,Sydney,60904,Retail,false
T5798,2025-04-24,A4499,4778,Withdrawal,Sydney,16012,Corporate,false
T5799,2024-11-10,A1322,726,Deposit,Tokyo,31724,SME,true
T5800,2024-08-15,A1937,3289,Deposit,London,71251,SME,false
T5801,2024-09-26,A5705,1244,Deposit,Sydney,36332,Retail,false
T5802,2024-08-01,A1512,2579,Deposit,Tokyo,50300,Retail,false
T5803,2024-06-02,A1938,2077,Transfer,London,74887,Retail,false
T5804,2024-12-08,A8765,3917,Deposit,New York,92863,Corporate,false
T5805,2024-12-06,A4920,4601,Transfer,New York,72879,Corporate,false
T5806,2024-11-18,A7776,1624,Withdrawal,New York,97295,Corporate,false
